name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
Yet To Come,Proof,BTS,2022-06-10,193593,85,0.559,0.0432,0.885,0.0,0.333,-4.515,0.189,172.029,4,10SRMwb9EuVS1K9rYsBfHQ,"['k-pop', 'k-pop boy group']"
My Universe,Music Of The Spheres,Coldplay,2021-10-15,226198,82,0.573,0.0114,0.711,0.0,0.328,-6.268,0.0406,105.006,4,3FeVmId7tL5YN8B7R3imoM,"['permanent wave', 'pop']"
Butter,Proof,BTS,2022-06-10,164952,84,0.759,0.00323,0.459,0.0,0.0788,-5.187,0.0948,109.997,4,2cYqizR4lgvp4Qu6IQ3qGN,"['k-pop', 'k-pop boy group']"
Run BTS,Proof,BTS,2022-06-10,204939,84,0.724,0.0201,0.818,0.0,0.0358,-3.747,0.168,77.004,4,69xohKu8C1fsflYAiSNbwM,"['k-pop', 'k-pop boy group']"
Permission to Dance,Permission to Dance,BTS,2021-07-23,187585,81,0.702,0.00544,0.741,0.0,0.337,-5.33,0.0427,124.925,4,3XYRV7ZSHqIRDG87DKTtry,"['k-pop', 'k-pop boy group']"
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,81,0.645,0.0933,0.862,0.0,0.193,-4.761,0.0845,119.947,4,4a9tbd947vo9K8Vti9JwcI,"['k-pop', 'k-pop boy group']"
Life Goes On,BE,BTS,2020-11-20,207481,79,0.566,0.00691,0.716,0.0,0.37,-5.733,0.0424,81.068,4,2bSk87AVkCIIC3Bcligq1z,"['k-pop', 'k-pop boy group']"
LA CANCIÓN,OASIS,J Balvin,2019-06-28,242573,89,0.754,0.152,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4,0fea68AdmYNygeTGI4RC18,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
UN PESO,OASIS,J Balvin,2019-06-28,277106,83,0.627,0.125,0.675,0.0,0.0784,-7.125,0.213,79.31,4,7hynhxDoDpgMIV12JuVtNa,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
No Me Conoce - Remix,Famouz,Jhayco,2019-05-24,309120,83,0.806,0.145,0.786,0.0,0.0935,-3.831,0.0741,91.973,4,4R8BJggjosTswLxtkw8V7P,"['reggaeton', 'trap latino']"
QUE PRETENDES,OASIS,J Balvin,2019-06-28,222346,82,0.639,0.0275,0.791,0.0,0.362,-4.443,0.253,92.603,4,25ZAibhr3bdlMCLmubZDVt,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,80,0.816,0.099,0.726,0.0,0.372,-3.998,0.129,136.048,4,58q2HKrzhC3ozto2nDdN4z,"['dance pop', 'pop', 'rap']"
AM Remix,AM Remix,Nio Garcia,2021-06-24,261334,80,0.743,0.114,0.655,0.0,0.0764,-5.015,0.159,172.031,4,05bfbizlM5AX6Mf1RRyMho,"['reggaeton', 'trap latino']"
Qué Más Pues?,JOSE,J Balvin,2021-09-10,217360,77,0.903,0.0272,0.817,0.000311,0.242,-3.972,0.095,102.014,4,2w8pWogs6ZNWrsmUi7v74t,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
KAWAII,KAWAII,Polimá Westcoast,2022-09-21,198247,77,0.906,0.152,0.807,4.39e-05,0.109,-3.963,0.0904,97.009,4,1AFcJGVt4enuH1gqGw2axN,"['trap chileno', 'trap latino', 'trap triste', 'urbano chileno']"
Relación - Remix,Relación (Remix),Sech,2020-09-04,247308,77,0.793,0.0337,0.771,1.51e-06,0.284,-3.417,0.0959,171.943,4,35UUpTmrcFXNIVIN26ujXl,"['panamanian pop', 'reggaeton', 'trap latino']"
Una Locura,Enoc,Ozuna,2020-09-04,230693,77,0.714,0.139,0.761,0.00035,0.241,-4.596,0.0427,168.022,4,5y7DaS3jAc9eZzcSOoUIwU,"['puerto rican pop', 'reggaeton', 'trap latino']"
Bound 2,Yeezus,Kanye West,2013-06-18,229146,89,0.367,0.145,0.665,0.0,0.113,-2.821,0.0465,148.913,4,3sNVsP50132BTNlImLx70i,"['chicago rap', 'rap']"
Heartless,808s & Heartbreak,Kanye West,2008-11-24,211000,86,0.79,0.0515,0.647,0.0,0.248,-5.983,0.136,87.999,4,4EWCNWgDS8707fNSZ1oaA5,"['chicago rap', 'rap']"
Flashing Lights,Graduation,Kanye West,2007-09-11,237506,85,0.639,0.0381,0.628,0.0,0.386,-7.578,0.0399,90.482,4,5TRPicyLGbAF2LGBFbHGvO,"['chicago rap', 'rap']"
Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,85,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4,4Li2WHPkuyCdtmokzW2007,"['east coast hip hop', 'hip hop', 'rap']"
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2016-06-10,135920,83,0.724,0.118,0.573,0.0,0.538,-4.113,0.0549,113.088,4,4KW1lqgSr8TKrvBII0Brf8,"['chicago rap', 'rap']"
Stronger,Graduation,Kanye West,2007-09-11,311866,83,0.617,0.00564,0.717,0.0,0.408,-7.858,0.153,103.992,4,0j2T0R9dR9qdJYsB7ciXhf,"['chicago rap', 'rap']"
True Love,True Love,Kanye West,2022-05-27,148571,82,0.712,0.0182,0.861,6.09e-06,0.511,-5.487,0.25,84.042,4,06JvOZ39sK8D8SqiqfaxDU,"['chicago rap', 'rap']"
I Wonder,Graduation,Kanye West,2007-09-11,243440,82,0.542,0.141,0.466,0.000445,0.125,-8.665,0.0831,191.385,4,7rbECVPkY5UODxoOUVKZnA,"['chicago rap', 'rap']"
Violent Crimes,ye,Kanye West,2018-06-01,215320,82,0.669,0.376,0.419,0.0,0.187,-6.724,0.522,109.813,4,3s7MCdXyWmwjdcWh7GWXas,"['chicago rap', 'rap']"
All Falls Down,The College Dropout,Kanye West,2004-02-10,223506,81,0.657,0.149,0.734,0.0,0.139,-4.832,0.484,91.03,4,5SkRLpaGtvYPhw02vZhQQ9,"['chicago rap', 'rap']"
lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,89,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,0u2P5u6lvoDfwTYjAADbn4,"['art pop', 'electropop', 'pop']"
Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,298899,89,0.332,0.767,0.225,0.00349,0.128,-8.697,0.0348,81.055,3,4RVwu0g32PAqgUiJoXsdF8,"['art pop', 'electropop', 'pop']"
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,86,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4,3ZCTVFBt2Brf31RLEnCkWJ,"['art pop', 'electropop', 'pop']"
Bored,Bored,Billie Eilish,2017-03-30,180933,86,0.614,0.896,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4,04sN26COy28wTXYj3dMoiZ,"['art pop', 'electropop', 'pop']"
TV,Guitar Songs,Billie Eilish,2022-07-21,281380,85,0.412,0.83,0.236,0.00653,0.147,-15.159,0.0379,140.214,4,3GYlZ7tbxLOxe6ewMNVTkw,"['art pop', 'electropop', 'pop']"
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,84,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4,2Fxmhks0bxGSBdJ92vM42m,"['art pop', 'electropop', 'pop']"
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,84,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4,43zdsphuZLzwA9k4DJhU0I,"['art pop', 'electropop', 'pop']"
Happier Than Ever - Edit,Happier Than Ever (Edit),Billie Eilish,2021-07-28,151444,82,0.334,0.0468,0.599,0.000392,0.205,-5.742,0.0365,161.74,3,32BeYxKPrig1LefHsC0Xuo,"['art pop', 'electropop', 'pop']"
The 30th,Guitar Songs,Billie Eilish,2022-07-21,216448,82,0.387,0.929,0.135,0.0,0.0948,-14.398,0.051,82.987,4,5SHpuW2qjkQtFRpE6P9Nks,"['art pop', 'electropop', 'pop']"
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,82,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,4SqWKzw0CbA05TGszDgMlc,"['art pop', 'electropop', 'pop']"
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,86,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4,285pBltuF7vW8TeWk8hdRR,"['chicago rap', 'melodic rap']"
All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,84,0.671,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,4VXIryQMWpIdGgYR4TrjT1,"['chicago rap', 'melodic rap']"
Robbery,Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,240050,83,0.623,0.328,0.692,0.0,0.153,-5.122,0.0504,79.899,4,6iaSML1PIYq936g62BDtBq,"['chicago rap', 'melodic rap']"
Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,194621,81,0.65,0.00336,0.613,0.0,0.267,-6.13,0.128,149.972,4,2U5WueTLIK5WJLD7mvDODv,"['chicago rap', 'melodic rap']"
Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,81,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4,2Y0wPrPQBrGhoLn14xRYCG,"['chicago rap', 'melodic rap']"
Lean Wit Me,Goodbye & Good Riddance,Juice WRLD,2018-12-10,175755,80,0.665,0.0414,0.651,0.0,0.0896,-5.515,0.156,163.935,4,3oDkdAySo1VQQG0ptV7uwa,"['chicago rap', 'melodic rap']"
Cigarettes,Fighting Demons (Deluxe),Juice WRLD,2022-03-18,227527,79,0.587,0.0306,0.614,0.0,0.399,-6.344,0.0435,160.075,4,1CfuBY3BDdKpooQ9L5zgUc,"['chicago rap', 'melodic rap']"
Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),Juice WRLD,2019-12-07,215380,79,0.635,0.172,0.537,0.0,0.418,-7.895,0.0832,125.028,4,3wwo0bJvDSorOpNfzEkfXx,"['chicago rap', 'melodic rap']"
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-12-10,169999,79,0.736,0.186,0.67,0.0,0.114,-6.702,0.311,130.032,4,5wujBwqG7INdStqGd4tRMX,"['chicago rap', 'melodic rap']"
Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,Juice WRLD,2018-12-10,258475,78,0.742,0.0381,0.579,0.0,0.0952,-5.024,0.202,144.994,4,1a7WZZZH7LzyvorhpOJFTe,"['chicago rap', 'melodic rap']"
Yellow,Parachutes,Coldplay,2000-07-10,266773,90,0.429,0.00239,0.661,0.000121,0.234,-7.227,0.0281,173.372,4,3AJwUDP919kvQ9QcozQPxg,"['permanent wave', 'pop']"
Sparks,Parachutes,Coldplay,2000-07-10,227093,87,0.371,0.748,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,7D0RhFcb3CrfPuTJ0obrod,"['permanent wave', 'pop']"
The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,86,0.557,0.731,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,75JFxkI2RXiU7L9VXzMkle,"['permanent wave', 'pop']"
Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,247160,86,0.617,0.0498,0.635,1.44e-05,0.164,-6.769,0.0317,103.019,4,6RUKPb4LETWmmr3iAEQktW,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,85,0.491,0.211,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4,3RiPr603aXAoi4GHyXx0uy,"['permanent wave', 'pop']"
Paradise,Mylo Xyloto,Coldplay,2011-10-24,278719,85,0.449,0.0509,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,6nek1Nin9q48AVZcWs9e9D,"['permanent wave', 'pop']"
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,242373,85,0.486,0.0954,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,4,1mea3bSkSGXuIRvnydlB5b,"['permanent wave', 'pop']"
Fix You,X&Y,Coldplay,2005-06-07,295533,84,0.209,0.164,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,7LVHVU3tWfcxj5aiPFEW4Q,"['permanent wave', 'pop']"
A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,84,0.545,0.00617,0.675,0.00197,0.209,-6.474,0.0279,124.97,4,0FDzzruyVECATHXKHFs9eJ,"['permanent wave', 'pop']"
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,90,0.791,0.037,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4,7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Cold Heart - PNAU Remix,The Lockdown Sessions,Elton John,2021-10-22,202735,73,0.795,0.0354,0.8,7.25e-05,0.0915,-6.32,0.0309,116.032,4,6zSpb8dQRaw0M1dK8PBwQz,"['glam rock', 'mellow gold', 'piano rock']"
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,85,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,5nujrmhLynf4yMoMtj8AQF,"['dance pop', 'pop', 'uk pop']"
Levitating,Future Nostalgia,Dua Lipa,2020-03-27,203807,85,0.695,0.0561,0.884,0.0,0.213,-2.278,0.0753,103.014,4,39LLxExYz6ewLAcYrzQQyP,"['dance pop', 'pop', 'uk pop']"
New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,82,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4,2ekn2ttSfGqwhhate0LSR0,"['dance pop', 'pop', 'uk pop']"
Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,82,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4,3PfIrDoz19wz7qK7tYeu62,"['dance pop', 'pop', 'uk pop']"
Sweetest Pie,Traumazine,Megan Thee Stallion,2022-08-12,201334,74,0.814,0.173,0.626,0.0,0.101,-7.187,0.214,123.972,4,7mFj0LlWtEJaEigguaWqYh,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus,2020-11-27,169333,81,0.781,0.0103,0.67,0.0,0.0761,-3.912,0.0452,127.99,4,2Oycxb8QbPkpHTo8ZrmG0B,"['dance pop', 'pop']"
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,80,0.836,0.0403,0.544,0.0,0.0824,-5.975,0.0943,97.028,4,76cy1WJvNGJTj78UqeA5zr,"['dance pop', 'pop', 'uk pop']"
Potion (with Dua Lipa & Young Thug),Funk Wav Bounces Vol. 2,Calvin Harris,2022-08-05,215215,72,0.824,0.158,0.697,4.11e-05,0.0751,-4.869,0.0473,99.987,4,7fYRg3CEbk6rNCuzNzMT06,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
